"","ID","R1","R2","R3","R4","R5","R6","R7","R8","R9","M1","M2","M3","M4","M5","M6","M7","M8","M9","S2","S3","S4","S5","S6","S7","S8","S9","T1","T2","T3","T4","T5","T6","T7","T8","T9","SEX","RACE","LOCALE","INCOME","SCHOOL_TYPE","Approach_to_Learning","Self_control","Interpersonal","External_prob_Behavior","Internal_prob_Behavior","Attention_focus","Inhibitory_Ctrl","EDU"
"16282","10016285",70.6631,71.433,73.4419,89.3755,87.6648,110.6674,103.0447,123.7146,124.0835,39.5907,45.8712,64.7956,67.353,68.4631,82.2485,97.952,103.394,129.4841,32.9419,38.0523,43.7014,52.4333,58.449,59.8112,58.4889,72.7695,73.05,77.65,83.38,88.93,94.16,101.1,113.82,125.82,137.79,1,1,2,16,1,2.2857,2.25,2,2.8,1.5,3.8333,2.3333,3
"16339","10016342",61.2925,86.4156,105.7367,111.6532,112.3895,129.8666,147.7458,150.0244,151.5679,69.1586,80.2646,95.5283,95.3927,108.8993,112.5326,134.6671,135.2609,137.2038,40.7553,44.8978,58.2221,73.7981,68.1954,81.1907,82.2551,89.3955,67.04,73.48,78.54,84.95,90.58,96.89,108.69,120.69,132.66,1,1,2,16,1,3.2857,3.25,3.4,1,1.25,6.1667,5.8333,6
"16363","10016366",53.0938,64.7289,75.4365,102.7432,103.1174,107.7336,128.3195,124.7052,131.3511,40.3843,44.3419,49.1668,70.7828,72.9599,80.8168,94.8403,114.8428,112.4589,34.007,27.2779,34.2727,39.4409,44.6625,37.6614,47.5099,54.4832,62.24,68.25,74.24,80.61,86.2,93.07,105.07,116.19,128.15,2,2,2,18,2,3,3,3,1.2,1.5,5.8333,5.8333,6
"16376","10016379",49.3533,69.6482,83.3602,106.8506,119.4615,127.509,125.7219,145.0062,154.0068,34.55,54.7242,63.9296,88.3022,76.066,100.9342,120.1459,129.5583,140.6188,39.2374,48.8323,48.4075,48.5905,54.682,62.8211,73.8101,87.5673,65.33,70.92,77.98,82.82,89,94.95,107.21,119.28,132.16,2,1,2,16,1,3.2857,3,2.8,1.6,1.25,6.1667,6.1667,8
"16378","10016381",54.768,76.2105,89.9029,111.8578,122.7347,132.4821,128.6533,145.0428,150.7177,33.261,56.3481,57.9832,66.6874,76.5706,89.8136,98.2281,115.5956,120.0186,41.7689,45.0182,47.1751,50.1777,55.24,65.523,78.6317,81.9527,64.47,70.03,76.01,82.16,89.06,93.9,104.28,117.27,129.21,2,1,4,16,1,4,3.75,3,1,1.75,6.1667,7,3
"16441","10016444",54.1696,57.3458,72.1509,104.4468,114.812,117.6501,131.874,141.9882,136.8649,36.3625,39.7068,57.9029,73.2157,81.137,100.711,108.7942,101.7351,113.7371,42.6867,44.0208,48.6219,53.5295,59.9885,64.2737,64.2254,79.4758,63.16,69.83,75.39,81.57,86.4,93.34,105.17,118.13,129.21,1,1,2,16,1,3.4286,3.3333,3.6,1.8,1.5,5.2,6,4
"16476","10016479",57.8291,75.7025,85.0539,115.1153,132.8048,141.0893,139.0455,145.6594,152.2512,40.4849,67.7379,74.0828,81.6971,92.5285,119.3802,125.9505,138.581,133.1362,44.9832,39.9185,53.1567,55.9364,62.8752,72.4041,78.3312,88.2525,64.54,70.72,76.24,82.92,88.37,94.85,106.45,118.45,128.52,2,8,1,15,1,2.4286,2.25,2.6,1.8,1.25,4.5,3.5,8
"16495","10016498",104.8121,111.5759,112.8172,130.9066,135.9453,141.3993,140.2028,151.385,153.7272,54.2489,67.7567,64.8781,94.3552,109.0896,118.0245,124.1532,131.3218,134.6042,48.8755,42.1717,53.2474,64.5827,67.3631,75.3415,72.9576,88.881,69.83,74.73,79.96,85.91,91.27,97.91,109.94,121.84,132.89,2,8,1,15,1,3.7143,3.25,3.4,1.6,1.5,6.8333,6,6
"16524","10016527",56.676,71.6216,100.5669,112.9284,113.0676,119.5297,131.0244,134.8619,134.628,48.0505,65.7748,65.8295,77.282,82.6037,105.4884,110.3394,113.4556,105.965,36.4609,32.8112,32.9279,46.8733,48.9719,53.4821,65.215,67.7744,69.93,74.07,81.83,86.14,91.69,97.48,109.68,120.72,133.68,1,3,2,17,2,3.5714,4,3.8,1,1.25,4.1667,6.1667,6
"16537","10016540",57.5707,71.4303,96.0601,93.3743,109.2686,126.9662,134.298,136.5438,143.3527,70.068,75.8,77.6379,103.8144,115.3768,120.8059,121.84,142.562,142.7679,42.7127,42.3603,48.2892,57.9411,63.2121,72.2816,84.9758,89.9219,66.54,72.92,78.74,84.39,89.95,96.36,106.75,119.67,131.7,1,1,4,17,1,3.4286,2.75,3,1.6,1.5,5.1667,5.8333,8
"16554","10016557",49.3683,54.2948,54.8143,57.5052,65.2543,85.6553,92.136,109.3819,121.1157,27.8105,33.9413,33.5419,39.2454,44.8638,67.9904,86.7278,101.3924,111.945,21.493,25.0776,29.6022,39.8059,44.4254,42.5447,59.5996,77.9965,64.08,69.83,75.12,81.07,86.33,93.9,104.78,116.75,128.75,1,3,2,8,1,1.4286,2.75,2,1.4,2.25,3.5,4.5,4
"16613","10016616",49.1317,52.5623,55.6074,60.5009,69.702,100.2138,105.9244,121.2335,120.8361,24.6248,36.9209,38.9043,47.4783,56.4059,69.8733,87.859,91.857,98.6587,25.2405,18.3656,28.9343,24.5945,33.4337,30.9127,39.2865,43.607,60.36,65.62,71.61,78.71,84.2,90.18,100.77,113.75,125.72,2,3,1,17,2,2.4286,3.5,2.6,1.8,1.25,3.8333,4.6667,6
"16640","10016643",72.7014,102.8763,108.9374,125.4747,124.0135,143.0816,130.8206,152.4619,156.9365,67.3743,81.6528,79.4571,99.0623,105.1025,123.2223,114.5466,128.0639,136.3354,43.6806,52.8946,54.6317,55.3341,59.651,67.4244,78.4855,82.6488,70.62,76.87,82.88,88.11,94.26,100.83,112.5,123.55,137.52,1,1,2,17,1,3.8571,3.75,3.8,1,1.25,6.5,6.5,6
"16689","10016692",42.5519,56.896,61.9323,76.8241,90.7417,104.9953,93.47,124.6383,111.7435,25.3702,39.9141,44.9783,58.3002,65.3511,79.1718,85.9704,99.12,96.5212,20.4556,31.4233,35.5285,33.3148,41.0366,39.5773,45.74,64.4802,67.79,73.94,79.23,86.14,91.89,98.3,110.1,122.14,134.1,1,2,2,6,1,1.5714,2,2,3,2,3.5,2.3333,5
"16764","10016767",41.3695,60.3388,73.8657,92.4548,97.2011,106.579,115.8473,133.1342,126.0841,26.8054,44.3978,56.6833,64.4487,66.69,71.2729,109.3229,109.4883,122.8729,20.1494,26.4755,25.5842,30.2422,31.2258,42.7635,52.6624,64.7988,60.59,66.12,73.05,78.74,84.03,89.59,102.94,113,127,2,3,1,2,1,2.7143,3,2.6,1.4,1,5.1667,5.4,3
"16867","10016870",42.2976,44.6235,59.8781,82.7081,81.3353,96.697,108.4171,121.9147,124.7282,23.2704,42.1545,33.5737,60.9171,60.3865,66.4266,70.3457,84.7345,78.6839,21.2724,24.8379,24.0783,25.0112,32.7142,35.8388,48.1865,57.3158,68.09,73.87,79.2,85.08,90.38,97.94,108.82,120.82,132.79,2,3,2,2,1,3,3.5,3.2,1,2,4.4,6,2
"16887","10016890",82.8144,94.7663,109.3393,124.0589,122.7063,139.5136,149.2887,151.1194,155.6242,48.03,64.8368,68.4225,96.5163,91.9473,109.8662,121.1528,133.6901,142.1895,43.2846,50.4517,59.5168,54.3439,71.469,82.4447,87.6253,89.9384,67.23,72.92,79.4,86.83,90.44,98.93,110.1,122.1,134.14,2,5,1,17,1,3.7143,3.25,2.8,1.6,2,6,5.1667,8
"16929","10016932",58.06,83.7601,90.1984,111.1128,115.6329,129.0916,132.8525,145.3462,140.2792,40.2778,46.1473,63.7895,97.9437,108.5632,120.6963,123.9039,129.9927,141.5217,34.7486,32.8016,45.3077,50.1589,47.8856,58.1911,68.614,63.3559,72.33,78.31,83.87,92.38,95.57,101.98,114.21,126.31,139.3,1,1,1,17,1,2.8571,3.25,3.5,1,1,4,4.5,8
"16937","10016940",51.0435,55.6733,67.2633,84.1664,107.9648,109.3937,118.9161,117.5981,122.4485,30.1726,43.4753,55.5984,73.0803,80.7428,86.9392,96.4942,105.2485,115.0049,22.9687,35.1244,36.9532,50.0737,55.1366,58.6061,66.3702,71.644,71.7,76.87,84.2,89.62,96.59,101.23,113.19,124.18,137.19,1,5,1,7,1,3.1429,3.75,3.75,1.2,1,4,4.3333,3
"17073","10017076",53.3918,57.2927,69.4679,97.2345,99.6747,110.1468,134.2809,123.8886,135.1904,33.1123,37.3594,44.6776,64.6516,67.5371,72.7258,88.4392,99.7099,96.9446,28.1949,42.109,47.1912,39.0338,49.5972,60.2473,60.6811,66.3013,68.58,74.43,80.84,87.62,92.71,99.16,111.22,123.22,135.19,2,3,4,5,1,2,3.6667,3,1,1.3333,3.6667,5,3
"17220","10017223",53.1353,95.0389,90.2327,110.0538,109.7807,121.6076,125.7552,147.0863,149.9981,35.2049,55.8478,61.9519,84.3991,85.5784,103.7087,106.4641,122.8966,132.6413,33.2062,35.7954,44.5642,44.2991,49.4944,58.8477,62.6549,80.1846,60.3,67.27,72.49,80.75,84.76,90.84,101.92,114.94,125.92,2,1,2,17,1,3.8571,4,3.75,1,1.25,6.5,6.6667,8
"17221","10017224",55.4621,64.8329,74.9559,104.3999,104.8749,117.7918,139.2918,131.5297,150.5292,49.004,66.3504,71.0061,88.0816,86.3342,106.7957,124.0237,132.2307,134.9576,50.3917,51.0027,57.6181,57.0134,67.7405,78.3482,84.6054,89.3195,72.95,79.36,84.89,91.96,97.02,103.53,115.56,128.48,140.48,2,1,4,18,1,2.8571,3,3.8,1.6,1.25,5.5,5.5,8
"17235","10017238",50.5338,65.9774,70.3055,86.3351,85.0815,101.6001,111.2728,115.3172,118.4107,27.7532,36.8057,51.1608,63.2739,64.6387,78.9464,83.2656,82.2405,106.098,20.2638,27.3818,29.2564,39.7043,42.4578,56.7364,53.7,64.9592,70.32,75.19,81.86,87.35,94.22,99.06,111.39,121.41,133.41,1,3,1,6,1,2,1.6667,1.8,2.8,1.25,2.25,2.5,3
"17265","10017268",45.4913,57.3458,56.9428,83.1994,94.711,111.1623,125.4718,125.7948,133.4359,24.7929,41.5747,44.0698,56.1338,68.3196,63.9169,76.6613,86.8385,95.3,32.5964,32.516,44.8066,41.6928,50.4002,53.0352,67.2073,64.4952,67.4,72.79,77.65,84.39,90.25,97.61,108.36,120.43,131.41,2,3,2,9,1,3.2857,3.5,3.6,1.8,1,4,5,6
"17291","10017294",52.668,61.7977,71.6243,85.5997,90.1941,102.7944,114.1798,125.5718,145.6581,29.4987,35.1897,51.3998,64.3334,77.9255,88.9753,113.9489,121.3232,131.9969,26.9428,36.181,34.7486,53.5879,58.0098,59.3206,75.9737,80.7317,67.66,74.76,80.52,86.93,93.14,99.35,109.81,121.78,132.82,1,3,2,4,1,4,3.5,3.4,1,1.25,6.5,6.4,2
"17293","10017296",66.4331,88.681,104.4103,115.9428,126.7306,137.051,134.2409,141.4275,149.0529,49.9295,69.0709,81.1302,80.8975,84.8448,110.6217,122.2196,129.0823,137.2622,42.2344,50.9263,59.2331,57.3277,69.0543,72.313,79.9149,81.7334,61.15,67.13,72.92,78.84,84.85,90.84,103.66,114.64,125.72,2,1,1,14,1,3.5714,4,4,1,1.75,6.3333,6,6
"17315","10017318",75.6834,103.0609,104.9377,108.5691,108.8615,129.8337,130.6303,138.7007,148.9599,38.1269,43.2878,52.8355,67.329,74.4462,90.3485,107.019,106.3144,117.3171,37.2537,37.6336,48.7477,53.8204,69.8698,65.4275,78.0633,85.93,63.65,69.11,74.63,81.6,87.95,93.9,104.05,117.07,128.98,1,3,1,12,1,2.2857,3,2.6,2,1.5,4.3333,4.3333,6
"17344","10017347",47.1225,47.6151,57.995,65.7768,75.4018,96.418,108.1441,113.6163,130.3331,26.5468,38.687,48.6949,59.3681,57.2931,70.6194,84.0044,90.1054,98.5287,28.378,22.7151,35.165,29.8371,41.0893,53.7043,58.7613,76.0281,73.35,78.71,85.08,89.92,94.82,101.23,112.67,125.72,137.65,1,3,2,17,1,2.4286,2.5,2.4,1.8,2,4.5,4.2,5
"17375","10017378",70.9824,94.8309,127.7992,133.4663,127.0222,136.8946,129.6892,149.8164,155.2472,47.3849,58.1758,79.9555,90.1151,96.6807,106.8484,112.6804,120.9207,121.7292,47.3453,53.2038,54.1608,63.0363,67.6797,70.0066,75.9178,83.0694,62.37,69.04,75.52,81.7,87.88,93.4,104.68,117.63,128.65,1,1,1,14,2,4,4,4,1,1,6.6667,7,6
"17479","10017482",68.1779,83.3333,112.0293,124.8866,130.2491,129.987,144.5166,147.0837,147.4944,50.9221,59.0317,78.6701,84.2039,100.3217,104.9847,113.6576,122.4132,129.046,33.0344,45.6704,58.5775,53.5769,60.8252,73.2161,77.3972,79.7207,69.93,76.24,82.06,87.95,94.16,99.95,112.77,123.75,134.83,2,1,1,17,1,3.1429,2.5,2.8,2.4,1.75,6.8333,5.4,8
"17492","10017495",57.2712,65.7933,80.6976,109.9663,108.9482,126.8035,145.7443,141.7607,130.051,39.3224,57.4969,81.9225,89.2741,109.8177,104.1679,126.2362,124.6685,129.9131,37.2686,42.3173,56.2456,63.359,70.3269,74.0308,77.9841,82.6361,70.45,75.95,82.22,87.48,93.93,100.34,111.88,122.93,135.91,1,3,4,17,1,3.1429,3,3.4,2,1.75,4.6667,5.1667,6
"17549","10017552",94.4305,86.7872,105.5416,108.3152,129.2955,136.8946,137.381,142.7514,149.5484,49.1874,71.2047,76.0071,83.6357,100.2487,101.0884,124.4374,119.6862,143.3201,43.4005,42.4162,38.2745,60.9958,67.2583,64.7671,76.7435,88.162,72.69,78.94,84.2,89.69,96.16,102.15,113.42,126.48,138.38,2,1,2,17,1,4,4,4,1,1,5.3333,5.5,8
"17553","10017556",54.8057,60.473,64.276,78.8287,84.9162,106.0696,120.1488,135.3921,126.0341,31.0171,42.1674,47.6149,46.6847,80.7899,87.1199,90.3174,117.4195,117.1344,30.5814,32.9988,37.2351,59.0179,49.0003,61.1609,67.9898,75.9162,80.81,87.48,91.66,99.02,104.68,111.85,122.53,135.45,147.52,2,1,2,16,1,2.5714,3,2.8,1.2,1.5,3.5,5,8
"17665","10017668",55.7268,65.4541,65.5944,89.6514,85.3539,100.2982,102.7496,122.6208,133.1226,35.6387,46.5508,51.3185,62.6349,58.6301,73.1215,98.504,110.1875,116.0215,24.214,25.9306,28.2981,31.5836,43.7888,58.517,58.2269,71.8784,64.34,68.71,76.27,80.88,86.86,93.07,104.38,117.27,129.27,1,3,1,2,1,2.7143,3.25,2.6,1.4,1.25,4.1667,4.1667,7
"17681","10017684",79.0757,100.1344,101.8933,119.1942,117.3782,127.7044,130.0712,136.622,144.035,54.6052,63.1271,82.545,94.1295,113.0273,112.8504,120.7818,134.2888,140.5028,36.5836,40.7663,53.1821,51.9354,52.5191,66.0361,62.6911,79.7765,62.66,69.04,74.86,80.52,86.1,92.48,102.87,114.87,128.84,1,5,4,15,1,3.2857,2.75,3.2,1.2,1,5.6667,5.5,8
"17700","10017703",54.4219,64.449,71.7125,98.5686,99.719,117.2819,130.8286,131.7397,138.6106,32.0727,48.7132,57.0266,62.7911,68.8385,92.4307,117.1405,115.5976,116.6782,35.3351,44.1403,45.7262,51.5037,55.2005,69.2999,68.9033,77.9359,70.92,76.93,82.59,87.95,93.01,99.42,112.37,122.43,136.44,2,1,1,2,1,3.8571,3.75,3.8,1.8,1.5,6.3333,6.5,4
"17751","10017754",58.4397,62.7069,67.6453,93.7866,93.8411,123.1443,127.9561,109.6675,135.5224,43.0855,47.3394,59.7963,82.763,74.9819,92.2746,121.3411,123.1941,126.6223,31.3495,37.9963,41.1614,43.9776,39.8246,55.3294,54.2645,69.5452,67.04,71.21,77,83.44,88.73,95.38,107.54,119.61,131.57,1,1,4,8,2,4,3.5,4,1.6,1.25,6,6.8333,5
"17765","10017768",45.7387,54.7594,65.7029,85.6633,98.7243,95.7555,107.6694,126.8665,137.406,26.4432,22.7905,41.8155,59.5894,65.3148,77.6602,94.0253,111.8544,118.6968,24.1608,28.3034,33.6565,42.7908,47.1703,65.5816,75.2013,78.026,67.13,72.49,77.92,83.84,90.08,96.3,107.87,118.88,130.85,1,1,4,9,1,2.8571,3,3,1.6,1.25,4.6667,5,5
"17842","10017845",57.9977,70.145,75.3421,89.5112,94.9602,106.271,122.19,124.3097,129.4377,38.4083,49.5937,51.8371,62.1098,71.384,98.2018,100.9626,105.6061,115.8944,27.7664,24.3573,31.8786,36.9458,39.7377,56.1181,60.3002,69.4864,60.39,67.17,71.9,77.88,82.95,91.23,102.31,115.33,126.31,1,2,2,4,1,3.7143,3.75,4,1.4,1,6.1667,5.8333,5
"17883","10017886",45.3321,65.1282,88.0526,102.3351,112.2675,117.6161,121.3029,134.18,131.8029,21.697,49.796,61.9319,65.0174,69.4528,76.8749,96.1969,105.4705,119.7539,32.694,39.0783,43.131,46.9769,42.827,46.6762,68.6359,45.3573,60.49,67.2,73.64,79.79,86.01,91.53,102.81,115.76,126.77,2,1,1,16,2,2.7143,2.75,3,2.4,1.75,4.3333,3.3333,5
"17926","10017929",53.5848,59.6511,64.1405,76.3406,80.0856,87.3162,116.6683,129.4946,144.3855,35.0535,49.153,59.1004,83.5269,94.3235,112.6613,106.4513,130.5575,130.2159,34.2344,38.4158,48.4207,41.1892,62.4897,66.5751,80.8203,84.5586,69.67,75.58,79.63,87.29,92.45,99.58,111.35,123.32,135.32,1,1,4,14,1,2.1429,2,2,3.4,2,3.8333,2.6,5
"17948","10017951",45.3595,51.5542,52.2486,79.6065,96.5976,116.5241,133.567,122.9086,131.0623,34.8064,43.701,48.087,55.077,78.2531,91.087,96.341,109.8957,121.1508,32.6611,31.4972,47.1511,42.5325,49.422,59.1137,65.0929,68.3431,66.74,72.33,77.59,85.38,89.82,97.55,107.51,120.56,132.49,1,3,1,2,1,2.4286,3,2.6,1,1.25,4.1667,6.1667,1
"17955","10017958",48.7814,69.0211,79.3599,106.6482,106.9839,119.2283,132.2698,131.0623,148.9948,34.4793,55.2657,63.8098,86.726,77.3296,88.6325,113.3127,118.5089,130.2518,33.8456,30.0726,36.2363,44.9328,50.536,72.1937,69.0159,81.3018,66.87,73.55,79.1,86.17,90.97,98.86,110.17,122.24,132.23,2,3,2,5,1,2.4286,2,2.2,2.75,2,4.1667,4,2
"18025","10018028",56.2453,84.634,87.48,97.44,106.7866,128.1722,127.5113,128.2642,143.8454,39.2454,55.1057,63.6571,69.1339,79.1881,99.1957,112.3768,119.9012,133.9556,42.7792,41.8141,40.3141,50.679,50.9419,62.6648,69.5737,78.147,70.82,77.69,82.75,89.26,94.92,101.33,112.64,126.54,138.54,2,1,1,17,1,3.8571,3.3333,3.6,1,1.25,6.8333,6.1667,8
"18117","10018120",75.9746,102.5951,127.788,108.7315,150.8873,143.3433,146.9536,147.2945,155.3403,80.6623,95.1497,96.3399,112.6251,113.9029,118.2582,134.435,137.3977,139.7477,41.6829,66.2796,65.2838,67.2856,68.8868,77.7038,86.0685,89.3034,74.47,79.96,86.04,92.35,97.87,104.09,116.68,129.63,139.59,1,8,2,18,1,3,3.75,3,1.8,1,4.8,5.2,8
